date	link_index	number	content
2016/12/15|17/18/00	58240	734	 >>733  ちなみにノーマル木の実なら全種ありますが、他にないものあれば2体目に持たせます <\br>
2016/12/15|17/19/00	58240	735	 >>734  他は大丈夫です  ありがとうございます <\br>
2016/12/15|17/21/00	58240	736	 >>715  リュガの実出せます  キバニアお願いできますか？   3239-3715-6391　マ○○ <\br>
2016/12/15|17/22/00	58240	737	 △は孵化する時間を頂きます   出 ミミッキュ ラブボ いじっぱり 4V以上  ヌイコグマ ラブボ いじっぱり 3V以上 冷凍雷パンチ遺伝 もふもふorぶきよう  フカマル♀ ウルボ ようき 4V以上 逆鱗 アイヘ遺伝 さめはだ  ゴース ムンボ おくびょう 5V以上 滅びの歌遺伝  ロコン♀ プレミアボール ひかえめ 4V以上 催眠ムンフォフリドラアンコ遺伝 ゆきふらし  タツベイ レベルボール いじっぱり 4V以上 竜舞 炎の牙 ハイドロ 竜の波動遺伝  △ミニリュウ ウルボ いじっぱり 竜舞遺伝 ふしぎなうろこ  △シェルダー ネットボール いじっぱり ロクブラ遺伝   求 孵化余り4V以上  または  ミミッキュ みちづれ のろい 遺伝  ヤンチャム♀ きもったま  ヒトツキ (最遅の場合、上記のポケモンにポイア持たせます)   FC 5301-3327-4634  TN か○○ <\br>
2016/12/15|17/22/00	58240	738	 >>735  交換ありがとうございましたー  長丁場になりましたが、お疲れ様です！   機会がありましたら、またお願いします <\br>
2016/12/15|17/24/00	58240	741	 >>734  念のため確認お願いします  交換ありがとうございました   >>736  孵化するので少々お待ちを <\br>
2016/12/15|17/29/00	58240	744	 >>736  待たせました  潜ります <\br>
2016/12/15|17/33/00	58240	748	 >>736  交換ありがとうございました   >>675  〆 <\br>
2016/12/15|17/34/00	58240	750	 >>748  キバニアありがとうございました！  また機会があればよろしくお願いします～ <\br>
2016/12/15|17/37/00	58240	753	 求）BP64   出）ミミッキュ6v 陽気　ハイボ　  　　ヒノアラシA抜け5v　臆病　ウルボ　　2匹います  　　ヒトツキ　A抜け5v（Aまあまあorかなりいい）　臆病　プレボ　  　　ポリゴン　A抜け5v　トレース　臆病　モンボ  　　 <\br>
2016/12/15|17/37/00	58240	754	 出)ウルトラボール逆鱗遺伝夢フカマル/タイムボールカラカラ孵化余り/ダイブボール濁流金縛り遺伝タッツー/ヘビーボールバレパン遺伝リオル/ブレンドボール道連れ遺伝ミミッキュ/レベルボールジャラコ/  ヘビーボールダンバル/ウルトラボールワイガ遺伝マクノシタ孵化余り/ヘビーボールワイガ遺伝夢イシツブテ/プレミアボール暴風遺伝夢ジジーロン/ダークボール氷柱落とし地獄突き遺伝ニューラ/ヘビーボール夢コイル/ムーンボールヤレユータン   以下は孵化後に準備します  ルアーボールヒドイデ/フレンドボールヌイコグマ/スピード・ラブラブ・ルアーボール夢ミニリュウ/ヘビーボールヒトツキ/フレンドボールブルー/ムーンボールカラカラ  ルアーボールダダリン/ラブラブボール夢イーブイ/ルアーボールコソクムシ/  フレンドボールトゲデマル/ヘビーボール夢サンド/ムーンボールモノズ/ラブラブボールアマカジ/ヘビーボールコータス/ムーンボール夢ロコン/  レベルボール夢ガルーラ/ヘビーボール夢ユキワラシ/ヘビーボールドロバンコ/ムーンボールメテノ/  ラブラブボールネマシュ/ルアーボール夢キバニア/レベルボールバルチャイ/ラブラブボールヒンバス/ラブラブボールミミッキュ/ラブラブボールアブリー    求)ガンテツボール夢ミルタンク  ガンテツボール夢ピィ  ガンテツボール夢ププリン  ルアーボールキャモメ  オシャボ夢マケンカニ  オシャボ夢ナゲツケサル  その他1～4世代夢、5～7世代、HGSS入手不可ポケモンガンテツボール入り  個体値は適当で問題ありません   3153-4572-7596  名前：ア○○   よろしくお願いします <\br>
2016/12/15|17/39/00	58240	755	 >>737  ミミッキュ出せます  タツベイいいですか？ <\br>
2016/12/15|17/40/00	58240	756	 >>755  フレンドコードお願いします <\br>
2016/12/15|17/41/00	58240	757	 >>756  すみません孵化させるので少々お待ちいただいても良いですか？ <\br>
2016/12/15|17/41/00	58240	758	 >>737  ヤンチャム出せるのでタツベイお願いします  4871-8262-6938　ｔｎ○か <\br>
2016/12/15|17/42/00	58240	759	 >>757  分かりました  こちらも15分程離れますので、また後ほどお願いします <\br>
2016/12/15|17/46/00	58240	764	 >>758  横から失礼いたします  そのヤンチャムのボールお聞きしてもいいでしょうか？ <\br>
2016/12/15|17/47/00	58240	765	 >>758  ありがとうございました <\br>
2016/12/15|17/50/00	58240	768	 >>754  レベボ夢マケンカニが孵化すれば出せますがオシャボに該当しますか？ <\br>
2016/12/15|17/51/00	58240	769	 >>737  交換ありがとうございましたー   >>764  ヘビボですよ <\br>
2016/12/15|17/51/00	58240	770	 >>768  是非！  フレコお願いします <\br>
2016/12/15|17/53/00	58240	774	 >>759  すみません遅くなりましたが用意できました  0533-6737-8902  し〇です <\br>
2016/12/15|17/53/00	58240	776	 >>769  ぜひそのヤンチャム♂と交換お願いしたいのですが、以下で気になるものございませんか？   ダンバル　陽気C抜き4V＠UB  夢ナマコブシ　図太いHBDV＠ラブラブボール  タッツーすいすい控えめA抜き4V（金縛り）＠ダイブボール  タッツーすいすい　意地C抜き4V（金縛り、逆鱗、はねる、じたばた）＠ダイブボール  シェルダースキルリンクいじっぱり4V（つららばり、ロックブラスト）＠ダークボール  ロコン夢臆病A抜きHCDSV or BCDSV（フリドラ、ムンフォ、催眠、アンコ：フル遺伝）＠ラブラブボール  ゴース臆病A0 4V（滅び歌、金縛り）＠UB  フカマル夢陽気C抜き4V（逆鱗）＠ダイブボール  ヒトツキ最遅4V（かげうち、道連れ）＠ダークボール  夢サンド：雪かき　意地C抜き4V（つじぎり、のろい）  夢ヤドン：再生力　図太いA抜き4V  夢キバニア：加速　意地C抜き4V（サイコファング、原子の力、ハイドロポンプ）＠ルアー  ウリムー　意地C抜き4V（つららばり、つららおとし、ステロ、フリドラ）  リオル：陽気C抜き4V（真空破、バレパン、飛び膝、噛み砕く）＠ムーン  夢カビゴン：意地HBDorV（呪い）＠ヘビー  リュガの実以外の木の実（スター、サン含む）   4828-4382-3006　ス○○ <\br>
2016/12/15|17/54/00	58240	777	 >>759  ID変わりましたがミミッキュでタツベイ希望の者です <\br>
2016/12/15|17/56/00	58240	779	 >>776  いいですよー、カビゴンお願いします <\br>
2016/12/15|17/58/00	58240	781	 >>779  HABDVの実質理想がいたので、それ出しますね  つけ忘れましたが、実サービスしますがどうしますか？  このレス返事いただいたら、潜って交換申請します <\br>
2016/12/15|17/58/00	58240	782	 >>770  ありがとうございますーでは、孵化して来ますね  こちらレベボ夢ガルーラ希望です  4098-5490-4971　ｲ   産まれたらレスしますね <\br>
2016/12/15|18/01/00	58240	784	 >>737  交換ありがとうございました <\br>
2016/12/15|18/01/00	58240	785	 >>777  ありがとうございました <\br>
2016/12/15|18/02/00	58240	787	 >>781  ではこちらもC抜け５V出しますね  カムラのみお願いします。 <\br>
2016/12/15|18/04/00	58240	788	 >>737  ラブボorフレボミミッキュ出せます  シェルだーと交換可能ですか？ <\br>
2016/12/15|18/05/00	58240	790	 >>781  交換ありがとうございましたー <\br>
2016/12/15|18/06/00	58240	792	 >>770  マケンカニ準備できたので登録して潜ります <\br>
2016/12/15|18/08/00	58240	793	 >>790  交換ありがとうございました！   ヤンチャムフル遺伝だったんですか…  遺伝技ないと思ってました。他に欲しい実、4Vでよければポケモンありましたらご連絡ください…  こちら出したものと釣り合ってないと思うので <\br>
2016/12/15|18/10/00	58240	794	 >>792  自分も潜ります <\br>
2016/12/15|18/11/00	58240	796	 求)  クリアスモッグかげうち遺伝ベトベトン   出)  64BP分のアイテム  臆病ムンフォ夢ロコン  意地っ張りロックブラストシェルダー  勇敢インファイトドロバンコ  慎重ガラガラ  図太いポリゴン  陽気逆鱗夢フカマル  陽気ミミッキュ  意地っ張り竜舞タツベイ  陽気ダンバル  冷静影うちヒトツキ  (全て4～5V非理想個体)   3926-8578-9356  に○○○○ <\br>
2016/12/15|18/12/00	58240	797	 >>796  出せますが、ベトベターでよろしいでしょうか？ <\br>
2016/12/15|18/13/00	58240	798	 >>797  はい！ベトベターで大丈夫です！どれをご希望でしょうか？ <\br>
2016/12/15|18/14/00	58240	800	 出  4vメタモン  闇の石  ルアボ入りタッツー  ラブボ入りミミッキュ道連れ呪い遺伝  ムンボ入りヤミラミ再生イカサマトリック遺伝  滅び遺伝ゴース  ヒトモシ  全て4vから5vです。   求  サニーゴ  ロクブラ遺伝シェルだー  その他ふかあまりなど（相談）   フレコ  3952_7817_6793   tn頭文字ユ　二文字 <\br>
2016/12/15|18/14/00	58240	801	 >>800  理想アンコいでん夢ロコンも追加で <\br>
2016/12/15|18/15/00	58240	802	 >>798  BP64がいいですね、ギャラドスナイトお願いできますか？  フレコは0559-7143-2859  TNへ◯◯  です。 <\br>
2016/12/15|18/16/00	58240	803	 >>792  交換ありがとうございました～ <\br>
2016/12/15|18/16/00	58240	804	 >>794  交換ありがとうございました！個体の確認お願いしますね <\br>
2016/12/15|18/16/00	58240	805	 >>793  了解です、それなら意地っ張りタッツーお願いします <\br>
2016/12/15|18/18/00	58240	808	 >>804  問題ありません  木の実までありがとうございました！ <\br>
2016/12/15|18/18/00	58240	809	 >>805  自分で言うのも難ですが、意地タッツーはネタの域を出なかったのでそれで良ければ  今から潜りますね  そちらはいらない、価値のないので構いません <\br>
2016/12/15|18/19/00	58240	811	 >>802  はい了解です～  フェスサークルいきますね！ <\br>
2016/12/15|18/21/00	58240	813	 >>811  ありがとうございました。 <\br>
2016/12/15|18/21/00	58240	814	 >>809  交換ありがとうございましたー <\br>
2016/12/15|18/22/00	58240	817	 >>814  ありがとうございました！  機会があれば、またよろしくお願いします <\br>
2016/12/15|18/22/00	58240	819	 >>813  確認しました  ありがとうございました！ <\br>
2016/12/15|18/25/00	58240	825	 >>44  下記のどれかとトレードできる？  Ａ抜けずぶといポリゴン（モンボ）  Ｃ抜けようき竜舞タツベイ（ダイボ）  Ａ抜けずぶといフル遺伝夢ヒドイデ（ラブボ）  Ｃ抜け勇敢カラカラ（ダクボ）  ５Ｖやんちゃガルーラ（ウルボ）  ５Ｖ控えめ夢イーブイ（ラブボ）  ４Ｖみちづれミミッキュ（ラブボ）  ５Ｖいじっぱりフル遺伝ストライク（モンボ）  ポイア　飴　銀冠 <\br>
2016/12/15|19/09/00	58240	877	 出)  ネッコアラ いじっぱり C抜け5V [ねがいごと、あまえる、じゃれつく、うたう遺伝] @ムーンボール  ハギギシリ（頑丈顎orビビッドボディ） ようき C抜け5V [こおりのキバ、どくどくのキバ遺伝] @ヒールボール  ダダリン いじっぱり C抜け5V @フレンドボール  紫メテノ いじっぱり　C抜け5V @ムーンボール  夢コイル ひかえめ A抜け5V @タイマーボール   求)  夢ジーランス 個体値不問  アローラポケモン理想個体  （ただし上記、御三家、アブリー、イワンコ、コソクムシ、ジジーロン、ヒドイデ、ミミッキュ、Aカラカラ、Aロコン、Aサンド、Aベトベターを除く）   よろしくお願いします   FC：1091-7964-0686  TN：ユ○○ <\br>
2016/12/15|19/24/00	58240	901	 >>888  ラブボミミッキュと飴を出せます たぶん不要かとも存じますがムンボストライクにてお届けします  ラブボ夢リオル/スピボガーディと交換でいかがでしょうか <\br>
2016/12/15|19/38/00	58240	917	 >>901  ストライクと飴は不要なのですみません！  ラブボミミッキュだけお願いしたいのですが、夢リオルとガーディどちらを希望されますか？ <\br>
2016/12/15|19/44/00	58240	924	 >>917  では夢リオルもし♀の個体でしたらリオルで  ♀の子がいないのであればスピボガーディでどうぞよろしくお願いします   登録してフェスサークル潜ってぼんやりしておりますのでいつでもお声がけください  5043-3787-3568 **ン <\br>
2016/12/15|19/44/00	58240	928	 >>917  では夢リオルもし♀の個体でしたらリオルで  ♀の子がいないのであればスピボガーディでどうぞよろしくお願いします   登録してフェスサークル潜ってぼんやりしておりますのでいつでもお声がけください  5043-3787-3568 **ン <\br>
2016/12/15|19/44/00	58240	929	 出)ウルトラボール逆鱗遺伝夢フカマル/タイムボールカラカラ孵化余り/ダイブボール濁流金縛り遺伝タッツー/ヘビーボールバレパン遺伝リオル/ブレンドボール道連れ遺伝ミミッキュ/レベルボールジャラコ/  ヘビーボールダンバル/ウルトラボールワイガ遺伝マクノシタ孵化余り/ヘビーボールワイガ遺伝夢イシツブテ/プレミアボール暴風遺伝夢ジジーロン/ダークボール氷柱落とし地獄突き遺伝ニューラ/ヘビーボール夢コイル/ムーンボールヤレユータン/レベルボール夢ガルーラ   以下は孵化後に準備します  ルアーボールヒドイデ/フレンドボールヌイコグマ/スピード・ラブラブ・ルアーボール夢ミニリュウ/ヘビーボールヒトツキ/フレンドボールブルー/ムーンボールカラカラ  ルアーボールダダリン/ラブラブボール夢イーブイ/ルアーボールコソクムシ/  フレンドボールトゲデマル/ヘビーボール夢サンド/ムーンボールモノズ/ラブラブボールアマカジ/ヘビーボールコータス/ムーンボール夢ロコン/ヘビーボール夢ユキワラシ/ヘビーボールドロバンコ/ムーンボールメテノ/  ラブラブボールネマシュ/ルアーボール夢キバニア/レベルボールバルチャイ/ラブラブボールヒンバス/ラブラブボールミミッキュ/ラブラブボールアブリー    求)ガンテツボール夢ミルタンク  ガンテツボール夢ピィ  ガンテツボール夢ププリン  ルアーボールキャモメ  オシャボ夢ナゲツケサル  その他1～4世代夢、5～7世代、HGSS入手不可ポケモンガンテツボール入り  個体値は適当で問題ありません   3153-4572-7596  名前：ア○○   よろしくお願いします <\br>
2016/12/15|19/50/00	58240	934	 >>927  お待たせしました！  孵化終わりましたので潜りますね！  >>928  メスの夢リオルいるので夢リオル持っていきますね！  登録次第交換申請しますね！ <\br>
2016/12/15|19/55/00	58240	936	 >>934  ありがとうございました！ <\br>
2016/12/15|19/56/00	58240	938	 >>936  ありがとうございました！ <\br>
2016/12/15|19/59/00	58240	942	 >>928  フェスサークルのリストに見当たらないのですが、接続はされていますでしょうか？   >>932  ではベトベターと夢ユキワラシで  ラブボ入りヒンバスとミロカロス図鑑登録お願いしてもよろしいでしょうか？ <\br>
2016/12/15|20/01/00	58240	945	 >>942  すいませんポリ２も見せれます  よければもう一匹or飴希望です  何度もすいませんがお願いします  先にもぐっていますね <\br>
2016/12/15|20/01/00	58240	946	 >>942  接続もしていたのですがおかしいですね  いったん抜けてみます お待たせしてすみません <\br>
2016/12/15|20/08/00	58240	957	 >>942  お待たせしてすみません  リストに現れるまでタイムラグがありました  交換ありがとうございました！ <\br>
2016/12/15|20/08/00	58240	958	 >>946  無事交換できてよかったです！  交換ありがとうございました！   >>945  アマカジは在庫がなくて時間がかかりそうなので  ヒトモシ持っていきますね！ <\br>
2016/12/15|20/10/00	58240	960	 >>753の条件変えます   求）BP64→こだわりメガネorゴツゴツメット   出）ミミッキュ6v 陽気　ハイボ　  　　ヒノアラシA抜け5v　臆病　ウルボ　　2匹います  　　ヒトツキ　A抜け5v（Aまあまあorかなりいい）　臆病　プレボ　  　　ポリゴン　A抜け5v　トレース　臆病　モンボ <\br>
2016/12/15|20/14/00	58240	962	 >>958  すいません、ポリゴン2をバトルグループに組み込んでたので  交換できないとの表記がでました  今もぐりなおしています <\br>
2016/12/15|20/15/00	58240	964	 >>962  了解しました！  では待ってますので申請お願いします！ <\br>
2016/12/15|20/17/00	58240	966	 >>964  今もぐっているのですが見当たらないです <\br>
2016/12/15|20/23/00	58240	970	 >>964  交換ありがとうございました <\br>
2016/12/15|20/25/00	58240	972	 >>966  交換ありがとうございました！ <\br>
2016/12/15|20/25/00	58240	973	 >>920  欲しいです  ミミッキュ＠ゴージャス 4V　いじっぱり みちづれ、のろい遺伝  モノズ　　＠ゴージャス 4V　ひかえめ  のどちらかで可能でしょうか？   フレコ4356-2868-9170  TN:○ま  よろしくお願いします。 <\br>
2016/12/15|20/27/00	58240	974	 >>973  これどちらも5Vです。間違えました。 <\br>
2016/12/15|20/33/00	58240	976	 >>973  横槍ですが陽気コイキングと控えめモノズ交換お願いできますか？ <\br>
2016/12/15|20/37/00	58240	981	 >>976  >>920の方が20時40分まで待って何も反応が無かったらトレードお願いします！  コードはID辿って登録しときますね <\br>
2016/12/15|20/40/00	58240	983	 >>981  了解です！ <\br>
2016/12/15|20/47/00	58240	987	 >>960  ミミッキュ頂きたいです   1005-9136-4389  TN k○○○ <\br>
2016/12/15|20/54/00	58240	991	 >>981  交換ありがとうございます  個体値間違ってたらゆうてください <\br>
2016/12/15|20/56/00	58240	992	 >>991  ありがとうございました。  何かあったら教えて下さいねー <\br>
2016/08/09|18/42/00	58878	113	 無　5　デカグース　ツツケラ　ネッコアラ　ジジーロン　キテルグマ  炎　4　ニャビー　ヤトウモリ　オドリドリ　ガラガラ  水　4　アシマリ　ハギギシリ　コソクムシ　ヨワシ  草　4　モクロー　アマカジ　ラランテス　ナッシー  電　4　カプ・コケコ　クワガノン　トゲデマル　オドリドリ  地　2　バンバドロ　シロデスナ  岩　2　イワンコ　メテノ　  氷　2　キュウコン　サンドパン  虫　3　クワガノン　アブリー　コソクムシ  飛　4　モクロー　ツツケラ　メテノ　オドリドリ  毒　1　ヤトウモリ  超　4　ソルガレオ　ルナアーラ　ハギギシリ　オドリドリ  霊　5　ルナアーラ　ミミッキュ　オドリドリ　シロデスナ　ガラガラ  闘　1　キテルグマ  竜　2　ジジーロン　ナッシー  悪　1　ニャース  鋼　4　ソルガレオ　マギアナ　トゲデマル　サンドパン  妖　6　マギアナ　カプ・コケコ　アブリー　キュワワー　ミミッキュ　キュウコン <\br>
2016/08/09|21/47/00	58878	429	 ミミッキュみたいな他のポケモン模したポケモン面白い <\br>
2016/08/09|21/48/00	58878	434	 ミミッキュやスナバァも見た目のバリエーションあったら面白いのに <\br>
2016/08/10|00/53/00	58878	723	 今回の新ポケにはコロコロにしては珍しく特性が明記されてないのな  ヨワシは特殊そうな特性の可能性があるからかな  そうは言ってもミミッキュのばけのかわは最初から書いてあったけどな   ふと思ったけどシロデスナこれ特性ありじごくだったりしたらなかなか強いかもね <\br>
2016/08/10|01/11/00	58878	746	 スナバァは好きなんだけどシロデスナはなんかなぁ  もう少し見た目にゴーストっぽいおどろおどろしさが欲しかった   体の色スナバァのときと同じでいいのに何で変えちゃったんだろう  今までのゴーストって紫や黒いポケモンが多いし、それ以外の色つきポケモンでも  ミミッキュやオドリドリでもどこか暗みがかった色してたからまだ馴染めない感じ <\br>
2016/08/10|01/24/00	58878	757	 >>753  最近の公式はリークや解析でバレるくらいなら先にこっちから新ポケ出してやろうみたいな精神に思える  ミミッキュとかヨワシ、クワガノンあたりはゲームで前情報なしの完全初見で遭遇したほうが  凄いインパクト残って良さそうなもんなんだけどな <\br>
2016/08/10|07/49/00	58878	840	 ゴースト好きやからゴーストが増えてくのは嬉しいしみんな歓迎やけど  今回はザ・ゴーストってのよりちょっと異色な感じのゴーストが多いな  ミミッキュ、オドリドリ、シロデスナ、ガラガラ <\br>
2017/01/03|18/58/00	57113	270	 ガルドもミミッキュもメガゲンも使いたいんだがこいつら全員入れるのって無理がある？ <\br>
2017/01/03|18/58/00	57113	274	 >>270  愛するポケモン全て詰め込んで潜ってみたら答え出るのでは <\br>
2017/01/03|19/35/00	57113	425	 >>419  なんとなくミミッキュ最速で作ったけど、弱すぎてすぐいじっぱりで厳選し直したわ <\br>
2017/01/03|19/41/00	57113	450	 >>423  ATの話ね  みんな最速切ってるから同じS帯の打ち合いに強いゾ  甘えた準速テテフとかミミッキュとかをポリ乙でわからせたり <\br>
2017/01/03|19/53/00	57113	488	 本物の論者ってミミッキュの前に死滅寸前なんだろ？ <\br>
2017/01/03|19/55/00	57113	497	 やどみがアンコエルフーン、持久力ゴツメバンバ、トリルミミッキュ  いくらでも狩れるぞ <\br>
2017/01/03|20/30/00	57113	718	 主パってトリルミミッキュの臭いしかしない <\br>
2017/01/03|20/32/00	57113	725	 ヌシポケモンって  デカグース、アロラッタ、ヨワシ、エンニュート、ラランテス、クワガノン、ミミッキュ、ジャラランガか  ミミッキュが鍵だな <\br>
2017/01/03|20/33/00	57113	733	 >>718  それ狙ってるけどバレるよな  ヨワシ、エンニュート、ミミッキュ、クワガノンは強いけど後の蓋枠が迷うわ <\br>
2017/01/03|20/35/00	57113	745	 >>733  岩の一貫性きついなあ  岩の一貫性を切れるヌシと言えば <\br>
2017/01/03|20/37/00	57113	752	 >>745  ジャラ・・・ジャラ・・・ <\br>
2017/01/03|20/55/00	57113	804	 Zフェアリー持ちのミミッキュが本当困る  どうやっても1匹持ってかれるわ <\br>
2017/01/03|21/02/00	57113	835	 >>804  高速アタッカーのZ技で一撃で落とす <\br>
2017/01/03|21/03/00	57113	838	 >>835  落ちないんだよなあ・・・ <\br>
2017/01/03|21/14/00	57113	886	 ラス1襷ミミッキュのウザさも中々やばい <\br>
2017/01/03|21/15/00	57113	889	 襷ミミッキュは犯罪者  S負けてると4回行動されるからな <\br>
2017/01/03|21/16/00	57113	890	 11月中頃までミミッキュそんなに見なかったが最近はめちゃくちゃ見るようになったな <\br>
2017/01/03|21/16/00	57113	891	 ミミッキュって絶対にシングルのこと何も考えていなかったでしょ <\br>
2017/01/03|21/16/00	57113	895	 タスキミミッキュは想定外だったとか言いそう <\br>
2017/01/03|21/17/00	57113	899	 ミミッキュを壊れ扱いするのはさすがに無理があるぞ低レート共  壊れどころか中堅止まりだわあんなの <\br>
2017/01/03|21/19/00	57113	904	 WCSでミミッキュなんてマジカルシャインの流れ弾で勝手に死ぬから特に意識しないもんな <\br>
2017/01/03|21/19/00	57113	905	 >>899  ミミッキュ使いこなせない雑魚がイライラしててワロタ <\br>
2017/01/03|21/20/00	57113	908	 ミミッキュって陽気最速じゃなく意地っ張りHAで珠運用が多いのかな <\br>
2017/01/03|21/21/00	57113	912	 ミミッキュって基本ストッパーかサポートでしょ  糞鍵みたいな害悪全抜きとかじゃなかったらそんなそんな文句ないな <\br>
2017/01/03|21/21/00	57113	913	 >>908  俺は意地っ張りでZはねる <\br>
2017/01/03|21/22/00	57113	914	 >>905  俺はガルーラボルトスイクン全盛期の恐ろしい環境で2100越えてたから分かるんだよ  ほんとの壊れってのは襷4回行動だとかそんなレベルじゃない <\br>
2017/01/03|21/24/00	57113	917	 >>912  だよな  対抜き構築性能が最強クラスだし <\br>
2017/01/03|21/24/00	57113	919	 >>914　ほんまなら凄いな　ﾎﾝﾏｶｲﾅ <\br>
2017/01/03|21/24/00	57113	920	 >>914  俺は長年ポケモンスレに住んでるからわかるんだよ  聞いてもないのに自分のレートを語りだす奴は大体嘘まみれの雑魚だって <\br>
2017/01/03|21/26/00	57113	924	 ミミッキュとガルドって共存出来なさそう <\br>
2017/01/03|21/28/00	57113	931	 >>920  証拠あんだよなあ  まあ訳あって撮っただけの画像だからこの時は2100越えてないが  http://i.imgur.com/iGBNwYw.jpg <\br>
2017/01/03|21/28/00	57113	932	 >>920  カッケー！ <\br>
2017/01/03|21/30/00	57113	940	 >>931  ついでにチンポもうpしていきなボウズ <\br>
2017/01/03|21/31/00	57113	945	 >>938  トリルミミッキュ <\br>
2017/01/03|21/38/00	57113	961	 920 名無しさん、君に決めた！＠無断転載は禁止 (ﾜｯﾁｮｲWW 32c9-y7DK [219.114.216.54]) sage 2017/01/03(火) 21:24:54.08 ID:j+dq/Pke0  >>914  俺は長年ポケモンスレに住んでるからわかるんだよ  聞いてもないのに自分のレートを語りだす奴は大体嘘まみれの雑魚だって   937 名無しさん、君に決めた！＠無断転載は禁止 (ﾜｯﾁｮｲWW 32c9-y7DK [219.114.216.54]) sage 2017/01/03(火) 21:29:28.54 ID:j+dq/Pke0  逃亡します  すみませんでした <\br>
2017/01/03|21/40/00	57113	966	 >>931  まだなの？うp出来ないの？  どうせ短小包茎だろ？ <\br>
2017/01/03|21/43/00	57113	970	 >>961  素直すぎる  見習いたい <\br>
2017/01/03|21/45/00	57113	981	 >>961  こんくらい素直だと好感持てる <\br>
2017/01/03|21/45/00	57113	983	 >>961  これはファッションガイジ <\br>
2017/01/03|21/47/00	57113	987	 >>961  これ対立に見せかけた自演じゃね <\br>
2016/12/27|13/02/00	58566	415	 イオンにミミッキュのQRコード置かれてた <\br>
2016/12/28|12/21/00	58566	417	 ミミッキュのはいろんなとこで見るな  多分宣伝用として配布されてるんだと思う <\br>
2017/01/31|10/45/00	57459	3	 ミミッキュエル <\br>
2017/01/31|12/51/00	57459	5	 草水等倍で受けて、炎も半減できる地面で優秀なの来なきゃ変わらないだろうな。  シロデスナが水無効で特殊にも厚ければワンチャンあった気がするけど、  ミミッキュ流行っちゃったからどっちみちダメだったかな。 <\br>
2016/12/14|17/58/00	57746	30	 出)理想箇所4V or S03V  意地orうっかりやシェルダー ダクボ  (ロクブラ・つらら・アクアリング・みずのはどう)  意地ガーディ クイボ  (インファ・あさのひざし・もえつきる・捨て身)  意地カラカラ ウルボ  (アイへ・ほろび・げんし・はらだいこ)  意地ヌイコグマ ラブボ  (冷凍パン・雷パン)  意地夢サンド プレボ  意地夢キバニア ダイボ  (サイコファング・ドロポン・げんし)  最遅勇敢ミミッキュ ラブボ  (のろい・あくむ・みちづれ・おんねん)  控えめタッツー ダイボorネスト  (かなしばり)  臆病ポリゴン  臆病夢イーブイ ラブボ  (のろい・あくび・アシパ・ねがいごと)  控えめコイル  控えめヌメラ ラブボorダイボ  (こらえる・カウンター・アイアンテール)   求)  一体につき32BP  もしくは孵化余り  特にフル遺伝キバゴ希望です   フレコ：4253-3631-9324 TN：う〇〇〇 <\br>
2016/12/14|18/03/00	57746	33	 出）  5VA0臆病夢ロコン、6V臆病夢ロコン  共にムンボ入り  ムンフォフリドラアンコ金縛り遺伝   6V意地っ張りシズクモ  蓄える吐き出す遺伝  ダイブボールorネットボール入り   求）  コソクムシ意地っ張りC抜け5V  ミミッキュ意地っ張りC抜け5V  アゴジムシ控えめマッドショット遺伝A抜け5V  上記以外にもSM新ポケの理想個体を募集していますのでよろしければ相談お願いします <\br>
2016/12/14|18/05/00	57746	39	 >>30  フル遺伝意地理想キバゴ@ウルボに飴つけて出しますのでラブボヌイコグマとラブボヌメラいただけませんでしょうか？ <\br>
2016/12/14|18/08/00	57746	43	 >>39  こちらは孵化余りしかだせませんがそれでよければお願いします <\br>
2016/12/14|18/11/00	57746	46	 >>43  大丈夫です。前の取引終わりましたら申請させていただきます <\br>
2016/12/14|18/11/00	57746	47	 >>33  ロコンＡ０５ｖ希望です  ラブぼミミッキュだせます2466-2550-9708ポ <\br>
2016/12/14|18/17/00	57746	57	 >>30  まだいますか？  ガーデイとヌメラほしいです  bp出します <\br>
2016/12/14|18/18/00	57746	58	 >>46  ありがとうございました <\br>
2016/12/14|18/19/00	57746	62	 >>43  ありがとうございました。また機会がありましたらよろしくお願いします <\br>
2016/12/14|18/22/00	57746	68	 >>57  了解です  パワフルハーブとウェイトとベルトでお願いします <\br>
2016/12/14|18/26/00	57746	77	 >>47  すみません確認して来たら切らしていたのでキャンセルでお願いします  お手数掛けて申し訳ありません <\br>
2016/12/14|18/28/00	57746	81	 >>57  おられましたらフレコお願いします <\br>
2016/12/14|19/28/00	57746	155	 出）飴　進化石各種　銀の王冠　努力値下げなどきのみ  　　孵化あまり　夢ロコン臆病４Ｖ 催眠術ムンフォアンコフリドラ  　　孵化あまり　ミミッキュ意地４Ｖラブボ　のろいおんねん悪夢道連れ   求）孵化あまり 3～4Ｖあるとうれしいです  　　しんちょうストライク  　　ようき夢フカマル逆鱗  　　のんきラプラスフリドラ（卵技は無くてもいいです）  　リュガのみ（木の実同士の交換だとうれしいです）  　　  理想個体頂けるのであれば孵化余り＋アイテム等でも全然かまいません  どうぞよろしくお願いします  5043-3787-3568 **ン <\br>
